bID_mID_oID,object_type,entity_path,reader_path,writer_path,namespaces,reader_relation_types,writer_relation_types,writer_argvs,reader_argvs,CNS_event_count,priviledged_flow,labels
89_577844575_230489,file,['/var/lib/docker/containers/d0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368/hostname'],['/usr/bin/docker-runc'],['/usr/bin/dockerd'],"[1, 1, 1, 1, 1]",['getattr'],['write'],[],[],1,0,0
89_577844575_230577,file,"['/systemd/netif/.#state0Psl2v', '/systemd/netif/state']",['/lib/systemd/systemd-timesyncd'],['/lib/systemd/systemd-networkd'],"[0, 1, 0, 0, 0]","['open', 'getattr', 'perm_check', 'read']","['write', 'rename']",[],[],8,0,0
89_577844575_230580,file,"['/systemd/netif/links/.#120mTDZu', '/systemd/netif/links/12']",['/lib/systemd/systemd-resolved'],['/lib/systemd/systemd-networkd'],"[0, 1, 0, 0, 0]","['perm_check', 'getattr', 'open', 'read']","['write', 'rename']",[],[],8,0,0
89_577844575_230606,,"['/systemd/netif/.#stateys1jXt', '/systemd/netif/state']",['/lib/systemd/systemd-timesyncd'],['/lib/systemd/systemd-networkd'],"[0, 1, 0, 0, 0]","['perm_check', 'getattr', 'open', 'read']","['write', 'rename']",[],[],16,0,0
89_577844575_230610,file,"['/systemd/netif/links/.#13Ssc1Us', '/systemd/netif/links/13']",['/lib/systemd/systemd-resolved'],['/lib/systemd/systemd-networkd'],"[0, 1, 0, 0, 0]","['perm_check', 'getattr', 'open', 'read']","['write', 'rename']",[],[],36,0,0
89_577844575_230759,pipe,['/docker/runtime-runc/moby/d0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368/exec.fifo'],['/usr/bin/docker-containerd-shim'],['/usr/bin/docker-runc'],"[1, 1, 1, 1, 1]",['read'],['write'],[],"['--log-format', 'start', 'd0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368', '--root', 'docker-runc', '--log', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/d0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368/log.json', 'json', '/var/run/docker/runtime-runc/moby']",1,1,0
89_577844575_230761,socket,[],"['/symlink_swap', '/usr/bin/dockerd', '/usr/bin/docker-runc']","['/usr/bin/docker-containerd-shim', '/usr/bin/docker-runc']","[1, 1, 1, 1, 1]","['receive', 'receive_msg']","['socket_create', 'send', 'socket_pair_create', 'send_msg']","['--log-format', 'd0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368', '--root', '--bundle', 'create', '--pid-file', '--log', 'docker-runc', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/d0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368/init.pid', '/var/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/d0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/d0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368/log.json', 'json', '/var/run/docker/runtime-runc/moby', 'init']",[],16,0,1
89_577844575_230822,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 1, 0, 1]","['receive', 'receive_msg']","['socket_create', 'send', 'socket_pair_create', 'send_msg']","['docker-runc', 'init']",[],2,0,0
89_577844575_230824,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 1, 1, 1]","['receive', 'receive_msg']","['socket_create', 'socket_pair_create']","['docker-runc', 'init']",[],2,0,0
89_577844575_230826,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 1, 0, 1]",['memory_read'],['clone_mem'],"['docker-runc', 'init']",[],1,0,0
89_577844575_230874,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 1, 1, 1]",['memory_read'],['clone_mem'],[],[],1,0,0
89_577844575_230877,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-containerd-shim'],['/usr/bin/docker-runc'],"[1, 1, 1, 1, 1]",['ptrace_read'],['clone_mem'],[],"['--log-format', 'd0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368', '--root', '--bundle', '--pid-file', 'create', '--log', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/d0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368/init.pid', 'docker-runc', '/var/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/d0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/d0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368/log.json', 'json', '/var/run/docker/runtime-runc/moby']",3,1,0
89_577844575_230894,process_memory,['/usr/bin/docker-runc'],['/usr/bin/dockerd'],"['/usr/bin/dockerd', '/usr/bin/docker-runc']","[1, 1, 1, 1, 1]",['ptrace_read'],"['memory_write', 'clone_mem']",[],[],1,1,0
89_577844575_231046,socket,[],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 0, 1, 0, 0]",['receive_msg'],['socket_create'],[],[],11,0,0
89_577844575_231052,process_memory,['/usr/bin/dockerd'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 0, 1, 0, 0]",['memory_read'],"['memory_write', 'exec_task', 'clone_mem']",[],[],1,0,0
89_577844575_231206,file,"['/systemd/netif/.#statei9FSus', '/systemd/netif/state']",['/lib/systemd/systemd-timesyncd'],['/lib/systemd/systemd-networkd'],"[0, 1, 0, 0, 0]","['open', 'getattr', 'perm_check', 'read']","['write', 'rename']",[],[],8,0,0
89_577844575_231208,file,"['/systemd/netif/links/.#13SVIM4r', '/systemd/netif/links/13']",['/lib/systemd/systemd-resolved'],['/lib/systemd/systemd-networkd'],"[0, 1, 0, 0, 0]","['perm_check', 'getattr', 'open', 'read']","['write', 'rename']",[],[],148,0,0
89_577844575_231210,file,"['/systemd/netif/.#statekPqKEr', '/systemd/netif/state']",['/lib/systemd/systemd-timesyncd'],['/lib/systemd/systemd-networkd'],"[0, 1, 0, 0, 0]","['perm_check', 'getattr', 'open', 'read']","['write', 'rename']",[],[],8,0,0
89_577844575_231213,,"['/systemd/netif/links/.#3eWRJer', '/systemd/netif/links/3']",['/lib/systemd/systemd-resolved'],['/lib/systemd/systemd-networkd'],"[0, 1, 0, 0, 0]","['open', 'getattr', 'perm_check', 'read']","['write', 'rename']",[],[],92,0,0
89_577844575_231219,file,"['/systemd/resolve/stub-resolv.conf', '/systemd/resolve/.#stub-resolv.confiFfiLL']",['/usr/bin/sudo'],['/lib/systemd/systemd-resolved'],"[0, 1, 0, 0, 0]","['perm_check', 'getattr', 'open', 'read']","['write', 'rename']",[],[],15,0,0
89_577844575_231355,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-containerd-shim'],['/usr/bin/docker-runc'],"[1, 1, 1, 1, 1]",['ptrace_read'],"['memory_write', 'clone_mem']",[],"['--log-format', 'start', 'state', 'd0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368', '--root', '--bundle', '--pid-file', 'docker-runc', '--log', 'create', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/d0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368/init.pid', '/var/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/d0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/d0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368/log.json', 'json', '/var/run/docker/runtime-runc/moby']",5,1,0
89_577844575_231459,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-containerd-shim'],['/usr/bin/docker-runc'],"[1, 1, 1, 1, 1]",['ptrace_read'],"['memory_write', 'exec_task', 'clone_mem']",[],"['--log-format', 'state', 'd0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368', '--root', 'docker-runc', '--log', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/d0c9f01b0d2343c2b905be47e4de18a6ed9ba987190abac4ee461afe1ebc9368/log.json', 'json', '/var/run/docker/runtime-runc/moby']",2,1,0
89_577844575_231469,link,"['/var/lib/docker/overlay2/b57f7ff1d23b59e7ca9365de8054699d8007bc3872516ba23a0868f3a56b5851/diff/totally_safe_path', '/totally_safe_path', '/totally_safe_path-stashed', '/var/lib/docker/overlay2/b57f7ff1d23b59e7ca9365de8054699d8007bc3872516ba23a0868f3a56b5851/diff/totally_safe_path-stashed']",['/usr/bin/dockerd'],"['/usr/bin/dockerd', '/usr/bin/docker-runc']","[1, 1, 1, 1, 1]","['getattr', 'read_link']",['rename'],"['/symlink_swap', '/totally_safe_path']",[],13,1,1
89_577844575_232016,pipe,[],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['read'],"['write', 'file_lock']","['/var/lib/docker/overlay2/b57f7ff1d23b59e7ca9365de8054699d8007bc3872516ba23a0868f3a56b5851/merged', 'docker-untar']","['/var/lib/docker/overlay2/b57f7ff1d23b59e7ca9365de8054699d8007bc3872516ba23a0868f3a56b5851/merged', 'docker-untar']",3,0,0
89_577844575_232024,process_memory,['/usr/bin/dockerd'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 0, 1, 0, 0]",['memory_read'],"['memory_write', 'exec_task', 'clone_mem']",[],[],6,0,0
89_577844575_232356,pipe,[],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['read'],"['write', 'file_lock']","['/var/lib/docker/overlay2/b57f7ff1d23b59e7ca9365de8054699d8007bc3872516ba23a0868f3a56b5851/merged/totally_safe_path', 'docker-untar']","['/var/lib/docker/overlay2/b57f7ff1d23b59e7ca9365de8054699d8007bc3872516ba23a0868f3a56b5851/merged/totally_safe_path', 'docker-untar']",3,0,0
89_577844575_232364,process_memory,['/usr/bin/dockerd'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 0, 1, 0, 0]",['memory_read'],"['memory_write', 'exec_task', 'clone_mem']",[],[],2,0,0
89_577844575_232423,file,['/w00t_w00t_im_a_flag'],['/bin/bash'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['perm_check'],['write'],"['/var/lib/docker/overlay2/b57f7ff1d23b59e7ca9365de8054699d8007bc3872516ba23a0868f3a56b5851/merged/totally_safe_path', 'docker-untar']",[],2,0,0
89_577844575_232437,file,"['/systemd/netif/.#stateYdoDkt', '/systemd/netif/state']",['/lib/systemd/systemd-timesyncd'],['/lib/systemd/systemd-networkd'],"[0, 1, 0, 0, 0]","['open', 'getattr', 'perm_check', 'read']","['write', 'rename']",[],[],8,0,0
89_577844575_232439,file,"['/systemd/netif/links/.#13Wjlzqv', '/systemd/netif/links/13']",['/lib/systemd/systemd-resolved'],['/lib/systemd/systemd-networkd'],"[0, 1, 0, 0, 0]","['open', 'getattr', 'perm_check', 'read']","['write', 'rename']",[],[],24,0,0
89_577844575_31106,process_memory,['/lib/systemd/systemd'],['/lib/systemd/systemd-udevd'],['/lib/systemd/systemd'],"[0, 1, 0, 0, 0]",['ptrace_read'],['memory_write'],[],"['--prefix=/net/ipv6/neigh/vethd44be3c', '--prefix=/net/ipv4/conf/vethdbb7a52', '--prefix=/net/ipv4/neigh/vethd44be3c', '--prefix=/net/ipv4/conf/vethd44be3c', '--prefix=/net/ipv4/neigh/vethdbb7a52', '--prefix=/net/ipv6/conf/vethdbb7a52', '/lib/systemd/systemd-sysctl', '--prefix=/net/ipv6/neigh/vethdbb7a52', '--prefix=/net/ipv6/conf/vethd44be3c']",2,0,0
89_577844575_55768,process_memory,['/lib/systemd/systemd-timesyncd'],['/lib/systemd/systemd-timesyncd'],['/lib/systemd/systemd-timesyncd'],"[0, 1, 0, 0, 0]",['ptrace_read'],['memory_write'],[],[],2,0,0
89_577844575_57276,process_memory,['/lib/systemd/systemd-networkd'],['/lib/systemd/systemd-networkd'],['/lib/systemd/systemd-networkd'],"[0, 1, 0, 0, 0]","['ptrace_read', 'memory_read']",['memory_write'],[],[],2,0,0
