bID_mID_oID,object_type,entity_path,reader_path,writer_path,namespaces,reader_relation_types,writer_relation_types,writer_argvs,reader_argvs,CNS_event_count,priviledged_flow,label
2_1851734740_271875,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libBrokenLocale-2.31.so'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_271882,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libSegFault.so'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_271890,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libacl.so.1.1.2253'],"['/usr/bin/dockerd', '/usr/bin/docker-runc']",['/usr/bin/dockerd'],"[1, 1, 1, 1, 1]","['read', 'getattr', 'mmap_private', 'perm_check', 'open']",['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']","['/test1', 'tar', '-xmf', '-C', '-']",8,0,0
2_1851734740_271937,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libanl-2.31.so'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_271947,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libapt-pkg.so.6.0.0'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272004,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libapt-private.so.0.0.0'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272011,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libattr.so.1.1.2448'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272018,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libaudit.so.1.0.0'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272025,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272035,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libbz2.so.1.0.4'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272039,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libc-2.31.so'],"['/usr/bin/dockerd', '/usr/bin/docker-runc', '/usr/bin/bash', '/usr/bin/xargs']",['/usr/bin/dockerd'],"[1, 1, 1, 1, 1]","['read', 'getattr', 'mmap_private', 'perm_check', 'open']",['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']","['mnt-tmp4', '--color=auto', 'seq', '-s', 'groups', 'mnt-tmp{}', 'evil_c7_c7', 'dircolors', 'ln', 'mnt-tmp1', 'ls', '-P4', 'inf', './race', 'mnt3', 'mnt-tmp2', '1', 'xargs', '/test2/test2', '/', '/bin/sleep', '/test1/zzz', '-xmf', '-b', '-I{}', '-', 'cat', 'mnt1', 'mnt4', '/var/lib/kubelet/pods/44ba7728-acb8-49b3-ac9e-e16442253695/volumes/kubernetes.io~empty-dir/', 'bash', '/test1', 'test', 'tar', 'mnt{}', '-C', '-n1', 'mnt-tmp3', '4', '-d', 'mnt2']",521,0,0
2_1851734740_272049,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libcap-ng.so.0.0.0'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272056,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libcom_err.so.2.1'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272063,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libcrypt.so.1.1.0'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272067,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libdb-5.3.so'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272074,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libdebconfclient.so.0.0.0'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272078,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libdl-2.31.so'],"['/usr/bin/dockerd', '/usr/bin/docker-runc', '/usr/bin/bash']",['/usr/bin/dockerd'],"[1, 1, 1, 1, 1]","['read', 'getattr', 'mmap_private', 'perm_check', 'open']",['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']","['--color=auto', 'mnt-tmp4', 'mnt-tmp1', '/test1', 'ls', '/test1/zzz', 'tar', '-xmf', '-C', 'mnt-tmp3', '-', 'mnt-tmp2', 'mnt1', 'mnt3', 'mnt4', 'bash', 'mnt2']",211,0,0
2_1851734740_272088,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libe2p.so.2.3'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272095,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libext2fs.so.2.4'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272102,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libfdisk.so.1.1.0'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272110,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libffi.so.7.1.0'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272117,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libform.so.6.2'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272124,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libformw.so.6.2'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272128,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libgcc_s.so.1'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272135,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libgcrypt.so.20.2.5'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272142,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libgmp.so.10.4.0'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272149,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libgnutls.so.30.27.0'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272156,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libgpg-error.so.0.28.0'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272163,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libhogweed.so.5.0'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272170,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libidn2.so.0.3.6'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272177,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/liblz4.so.1.9.2'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272184,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/liblzma.so.5.2.4'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272188,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libm-2.31.so'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272196,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libmemusage.so'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272203,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libmenu.so.6.2'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272210,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libmenuw.so.6.2'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272217,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libmount.so.1.1.0'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272221,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libmvec-2.31.so'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272231,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libncurses.so.6.2'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272238,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libncursesw.so.6.2'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272245,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libnettle.so.7.0'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272249,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libnsl-2.31.so'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272256,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libnss_compat-2.31.so'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272264,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libnss_dns-2.31.so'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272271,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libnss_files-2.31.so'],"['/usr/bin/dockerd', '/usr/bin/docker-runc', '/usr/bin/bash']",['/usr/bin/dockerd'],"[1, 1, 1, 1, 1]","['read', 'getattr', 'mmap_private', 'perm_check', 'open']",['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']","['/test1', 'tar', '-xmf', 'groups', '-C', '-', 'bash']",50,0,0
2_1851734740_272278,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libnss_hesiod-2.31.so'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272285,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libnss_nis-2.31.so'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272292,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libnss_nisplus-2.31.so'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272302,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libp11-kit.so.0.3.0'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272309,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libpam.so.0.84.2'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272316,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libpam_misc.so.0.82.1'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272323,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libpamc.so.0.82.1'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272330,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libpanel.so.6.2'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272337,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libpanelw.so.6.2'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
2_1851734740_272341,file,['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff/usr/lib/x86_64-linux-gnu/libpcprofile.so'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]",['getattr'],['write'],"['/var/lib/docker/overlay2/60641b0bdb1eb82c0cc9f058979da679ff1cca184aa0bfe215ba876f7f24e316/diff', 'docker-untar']",[],1,0,0
