bID_mID_oID,object_type,entity_path,reader_path,writer_path,namespaces,reader_relation_types,writer_relation_types,writer_argvs,reader_argvs,CNS_event_count,priviledged_flow,labels
10_9300560_72138,process_memory,['/usr/bin/sudo'],['/bin/dash'],['/usr/bin/sudo'],"[0, 1, 0, 0, 0]",['ptrace_read'],"['memory_write', 'exec_task', 'clone_mem']",[],"['pidof', 'php7.2']",2,0,0
10_9300560_72269,socket,[],['/usr/bin/docker-runc'],"['/usr/bin/docker-containerd-shim', '/usr/bin/docker-runc']","[1, 1, 0, 1, 1]","['receive', 'receive_msg']","['send_msg', 'socket_pair_create', 'socket_create', 'send']","['/tmp/pty455257326/pty.sock', '--log-format', '/tmp/runc-process573161845', '53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/5fb45f131f03af3fdc11a37d044d0d8e54df2f5295ac1d3e79240174b70ef732.pid', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', 'docker-runc', 'init', '/var/run/docker/runtime-runc/moby', 'json', 'exec', '--root', '--detach', '--process', '--console-socket']",[],12,0,0
10_9300560_72295,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 0, 0, 1]","['receive', 'receive_msg']","['socket_create', 'socket_pair_create']","['init', 'docker-runc']",[],2,0,0
10_9300560_72297,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 1]","['receive', 'receive_msg']","['socket_create', 'socket_pair_create']","['init', 'docker-runc']",[],2,0,0
10_9300560_72299,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[0, 0, 0, 0, 0]",['memory_read'],"['memory_write', 'clone_mem']","['init', 'docker-runc', '/bin/bash']",[],2,1,0
10_9300560_72305,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 1]",['memory_read'],"['memory_write', 'clone_mem']",[],[],1,0,0
10_9300560_72454,process_memory,['/usr/bin/docker-runc'],['/bin/dash'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 1]",['ptrace_read'],"['memory_write', 'exec_task', 'clone_mem']",[],"['pidof', 'php7.2']",2,1,0
10_9300560_72826,socket,[],['/bin/dash'],['/lib/systemd/systemd'],"[0, 1, 0, 0, 0]",['getattr'],"['send_msg', 'connect_unix_stream', 'send', 'socket_create', 'connect']",[],"['-c', 'php7.2', '-d', '-r', ""error_reporting='~E_ALL'"", '/etc/php/7.2/cli/php.ini']",1,0,0
10_9300560_72833,process_memory,['/lib/systemd/systemd'],['/lib/systemd/systemd'],['/lib/systemd/systemd'],"[0, 1, 0, 0, 0]",['memory_read'],['clone_mem'],[],"['-e', '/usr/lib/php/sessionclean', '/bin/sh']",2,0,0
10_9300560_73537,file,"['/cdk_c8Wh2U/config.json', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/diff/cdk_c8Wh2U/config.json']","['/usr/bin/docker-containerd-shim', '/usr/bin/dockerd']","['/usr/bin/dockerd', '/usr/bin/bash']","[1, 1, 0, 1, 1]","['perm_check', 'open', 'read']",['write'],"['echo exploit_sucess /tmp/host_file.txt', 'run', 'shim-pwn', './cdk_linux_amd64']","['U6fqjUbK67', '--bundle', '--log-format', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', '/var/run/docker/runtime-runc/moby', 'json', '--root', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_c8Wh2U', 'runc', 'create']",5,1,1
10_9300560_73592,socket,[],['/'],"['/usr/sbin/runc', '/usr/bin/docker-containerd-shim']","[1, 1, 1, 0, 1]","['receive', 'receive_msg']","['socket_create', 'send_msg', 'send', 'socket_pair_create']","['U6fqjUbK67', '--bundle', '--log-format', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', 'init', '/var/run/docker/runtime-runc/moby', 'json', '--root', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_c8Wh2U', 'runc', 'create']",[],12,0,0
10_9300560_73594,pipe,[],"['/usr/sbin/runc', '/usr/bin/docker-containerd-shim', '/']","['/usr/sbin/runc', '/']","[0, 0, 0, 0, 0]","['getattr', 'read']",['write'],"['init', 'runc']","['U6fqjUbK67', '--bundle', '--log-format', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', 'init', '/var/run/docker/runtime-runc/moby', 'json', '--root', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_c8Wh2U', 'runc', 'create']",30,1,0
10_9300560_73662,socket,[],['/'],['/usr/sbin/runc'],"[1, 1, 1, 0, 1]","['receive', 'receive_msg']","['socket_create', 'socket_pair_create']","['init', 'runc']",[],2,0,0
10_9300560_73666,process_memory,['/'],['/'],"['/usr/sbin/runc', '/']","[1, 1, 1, 0, 1]",['memory_read'],"['memory_write', 'clone_mem']","['init', 'runc']",[],5,0,0
10_9300560_73714,process_memory,['/'],['/usr/bin/docker-containerd-shim'],['/'],"[1, 1, 1, 0, 1]",['ptrace_read'],"['memory_write', 'clone_mem']",[],"['U6fqjUbK67', '--bundle', '--log-format', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', '/var/run/docker/runtime-runc/moby', 'json', '--root', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_c8Wh2U', 'runc', 'create']",1,1,0
10_9300560_73719,process_memory,['/'],['/usr/bin/docker-containerd-shim'],['/'],"[1, 1, 1, 0, 1]",['ptrace_read'],"['setuid', 'clone_mem']",[],"['U6fqjUbK67', '--bundle', '--log-format', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', '/var/run/docker/runtime-runc/moby', 'json', '--root', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_c8Wh2U', 'runc', 'create']",1,1,0
10_9300560_73721,process_memory,['/'],['/usr/bin/docker-containerd-shim'],['/'],"[1, 1, 1, 0, 1]",['ptrace_read'],"['memory_write', 'clone_mem']",[],"['U6fqjUbK67', '--bundle', '--log-format', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', '/var/run/docker/runtime-runc/moby', 'json', '--root', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_c8Wh2U', 'runc', 'create']",2,1,0
10_9300560_73732,process_memory,['/'],['/usr/bin/docker-containerd-shim'],['/'],"[1, 1, 1, 0, 1]",['ptrace_read'],"['memory_write', 'clone_mem']",[],"['U6fqjUbK67', '--bundle', '--log-format', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', '/var/run/docker/runtime-runc/moby', 'json', '--root', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_c8Wh2U', 'runc', 'create']",2,1,0
10_9300560_74028,file,"['/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/diff/cdk_bNJ9Rg/config.json', '/cdk_bNJ9Rg/config.json']","['/usr/bin/docker-containerd-shim', '/usr/bin/dockerd']","['/usr/bin/dockerd', '/usr/bin/bash']","[1, 1, 0, 1, 1]","['read', 'open', 'perm_check']",['write'],"['run', 'shim-pwn', 'echo exploit_success > /tmp/host_file.txt', './cdk_linux_amd64']","['--bundle', '--log-format', '1INrhZrM2C', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_bNJ9Rg', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', '/var/run/docker/runtime-runc/moby', 'json', '--root', 'runc', 'create']",5,1,1
10_9300560_74081,socket,[],['/'],"['/usr/sbin/runc', '/usr/bin/docker-containerd-shim']","[1, 1, 1, 0, 1]","['receive', 'receive_msg']","['socket_create', 'send_msg', 'send', 'socket_pair_create']","['--bundle', '--log-format', '1INrhZrM2C', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_bNJ9Rg', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', 'init', '/var/run/docker/runtime-runc/moby', 'json', '--root', 'runc', 'create']",[],12,0,0
10_9300560_74083,pipe,[],"['/usr/sbin/runc', '/usr/bin/docker-containerd-shim', '/']","['/usr/sbin/runc', '/']","[0, 0, 0, 0, 0]","['getattr', 'read']",['write'],"['init', 'runc']","['--bundle', '--log-format', '1INrhZrM2C', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_bNJ9Rg', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', 'init', '/var/run/docker/runtime-runc/moby', 'json', '--root', 'runc', 'create']",33,1,0
10_9300560_74153,socket,[],['/'],['/usr/sbin/runc'],"[1, 1, 1, 0, 1]","['receive', 'receive_msg']","['socket_create', 'socket_pair_create']","['init', 'runc']",[],2,0,0
10_9300560_74155,socket,[],['/'],['/usr/sbin/runc'],"[1, 1, 1, 0, 1]","['receive', 'receive_msg']","['socket_create', 'socket_pair_create']","['init', 'runc']",[],2,0,0
10_9300560_74157,process_memory,['/'],['/'],"['/usr/sbin/runc', '/']","[1, 1, 1, 0, 1]",['memory_read'],"['memory_write', 'clone_mem']","['init', 'runc']",[],5,0,0
10_9300560_74205,process_memory,['/'],['/usr/bin/docker-containerd-shim'],['/'],"[1, 1, 1, 0, 1]",['ptrace_read'],"['memory_write', 'clone_mem']",[],"['--bundle', '--log-format', '1INrhZrM2C', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_bNJ9Rg', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', '/var/run/docker/runtime-runc/moby', 'json', '--root', 'runc', 'create']",3,1,0
